Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
Enes Kanter,C,28,POR,28,702,21.9,.611,.000,.278,16.7,31.0,23.5,6.7,1.0,2.8,11.5,18.1,2.0,0.7,2.7,.184,1.0,-2.3,-1.3,0.1
Luke Kennard,SG,24,LAC,29,639,10.8,.599,.553,.080,1.4,12.8,7.3,11.1,0.8,0.8,12.2,15.3,0.6,0.5,1.1,.083,-0.8,-1.5,-2.2,0.0
Maxi Kleber,PF,29,DAL,17,435,11.4,.639,.744,.209,4.0,19.0,11.5,7.6,0.7,2.8,9.6,10.5,0.7,0.3,1.0,.106,-0.3,-0.6,-0.8,0.1
Nathan Knight,PF,23,ATL,9,54,16.9,.549,.409,.364,16.2,11.8,14.0,2.8,1.8,4.8,13.6,23.3,0.1,0.1,0.1,.102,-0.3,-0.6,-1.0,0.0
Kevin Knox,SF,21,NYK,23,373,8.1,.520,.584,.106,2.6,10.8,6.7,6.6,1.1,1.6,11.9,15.9,-0.1,0.4,0.3,.043,-2.0,-0.4,-2.4,0.0
John Konchar,SG,24,MEM,16,264,13.3,.555,.393,.286,6.5,19.3,12.7,8.6,3.3,1.7,11.3,11.4,0.3,0.4,0.7,.122,-2.2,1.5,-0.6,0.1
Furkan Korkmaz,SG,23,PHI,18,351,8.1,.496,.577,.123,1.3,12.7,7.2,5.5,1.8,0.5,11.0,18.5,-0.3,0.4,0.1,.015,-3.2,-1.1,-4.3,-0.2
Luke Kornet,PF,25,CHI,6,43,3.7,.302,.786,.143,0.0,22.9,11.6,5.8,2.2,2.1,6.3,15.7,-0.1,0.1,-0.1,-0.075,-5.4,-0.4,-5.8,0.0
Rodions Kurucs,SF-PF,22,TOT,14,73,3.2,.383,.700,.100,2.9,14.6,8.8,7.0,3.2,2.4,25.1,16.3,-0.2,0.1,-0.1,-0.079,-8.5,1.9,-6.6,-0.1
Rodions Kurucs,PF,22,BRK,5,16,7.6,.500,.667,.000,0.0,19.9,10.5,14.9,0.0,0.0,0.0,8.1,0.0,0.0,0.0,.075,-1.2,0.4,-0.8,0.0
Rodions Kurucs,SF,22,HOU,9,57,2.0,.364,.706,.118,3.7,13.1,8.4,4.8,4.1,3.0,28.1,18.6,-0.3,0.1,-0.1,-0.122,-10.6,2.3,-8.3,-0.1
Kyle Kuzma,SF,25,LAL,29,724,13.1,.546,.482,.094,8.2,18.4,13.4,6.6,0.6,2.2,11.4,19.5,0.3,1.2,1.5,.098,0.0,-0.9,-0.9,0.2
Jeremy Lamb,SG,28,IND,16,401,17.8,.676,.477,.300,3.9,14.9,9.5,9.1,1.7,1.7,8.7,17.4,1.0,0.4,1.5,.175,2.5,0.6,3.0,0.5
Zach LaVine,SG,25,CHI,27,962,22.7,.649,.420,.272,2.6,14.4,8.6,24.7,1.5,1.1,14.9,30.7,2.3,0.9,3.1,.156,4.9,-0.8,4.1,1.5
Jake Layman,SF,26,MIN,19,292,13.0,.583,.402,.250,1.7,8.9,5.2,5.0,2.8,2.5,8.9,16.1,0.2,0.3,0.5,.076,-2.3,0.3,-2.0,0.0
Jalen Lecque,PG,20,IND,3,9,24.2,.470,.250,.750,12.4,36.2,24.5,29.2,0.0,0.0,0.0,25.7,0.0,0.0,0.0,.229,2.9,-0.3,2.6,0.0
Damion Lee,SG,28,GSW,29,561,11.2,.609,.791,.158,2.3,15.5,9.0,10.4,1.4,0.5,7.5,12.1,0.7,0.7,1.4,.120,-1.1,0.0,-1.1,0.1
Saben Lee,PG,21,DET,8,70,7.0,.489,.071,.714,1.5,3.3,2.4,16.0,2.8,1.3,21.4,14.5,0.0,0.1,0.0,.012,-6.4,0.9,-5.5,-0.1
Alex Len,C,27,TOT,20,292,15.5,.667,.253,.453,5.2,20.7,12.7,10.7,1.3,6.9,20.4,16.1,0.3,0.4,0.6,.101,-1.7,1.7,0.0,0.2
Alex Len,C,27,TOR,7,76,4.3,.633,.600,.600,0.0,16.6,8.0,5.1,0.6,8.0,38.8,11.6,-0.1,0.1,0.0,-0.029,-6.8,1.2,-5.6,-0.1
Alex Len,C,27,WAS,13,216,19.5,.673,.200,.431,7.0,22.1,14.3,12.7,1.5,6.4,16.2,17.7,0.4,0.3,0.7,.147,0.1,1.9,2.0,0.2
Kawhi Leonard,SF,29,LAC,23,792,27.5,.617,.259,.320,2.8,16.0,9.6,24.7,2.5,1.6,7.8,30.2,3.0,1.1,4.1,.247,5.5,0.7,6.3,1.7
Meyers Leonard,C,28,MIA,3,29,6.6,.635,1.000,.286,0.0,25.7,13.6,10.0,0.0,0.0,20.2,15.2,0.0,0.0,0.0,.040,-3.5,-0.9,-4.4,0.0
Caris LeVert,SG,26,BRK,12,334,19.1,.516,.315,.170,3.6,13.3,8.7,33.6,1.8,1.5,10.8,31.2,0.3,0.2,0.6,.080,1.3,-0.7,0.6,0.2
Kira Lewis Jr.,PG,19,NOP,17,223,11.7,.491,.333,.230,1.0,6.5,3.7,18.7,2.2,0.5,7.7,19.8,0.1,0.1,0.2,.049,-2.6,-1.2,-3.8,-0.1
Damian Lillard,PG,30,POR,27,969,27.1,.625,.529,.379,1.4,12.2,6.5,36.2,1.5,0.7,11.7,32.2,4.2,0.3,4.5,.225,7.7,-1.4,6.3,2.1
Nassir Little,PF,20,POR,13,141,16.3,.717,.450,.225,7.2,12.7,9.8,3.1,0.7,2.6,13.7,15.5,0.3,0.0,0.4,.132,1.6,-2.0,-0.4,0.1
Kevon Looney,C,24,GSW,21,308,13.9,.656,.094,.245,11.1,18.3,14.8,16.0,1.1,1.7,19.3,10.0,0.7,0.4,1.1,.166,-1.0,0.8,-0.2,0.1
Brook Lopez,C,32,MIL,28,760,13.4,.587,.540,.186,6.0,13.6,9.9,2.8,0.8,4.3,7.9,15.4,1.0,0.8,1.8,.112,0.0,-0.9,-0.9,0.2
Robin Lopez,C,32,WAS,26,505,15.0,.632,.088,.445,11.4,11.2,11.3,7.2,0.5,2.4,13.7,15.5,0.9,0.2,1.1,.108,-0.7,-2.0,-2.6,-0.1
Kevin Love,PF,32,CLE,2,46,11.2,.470,.500,.278,4.7,25.0,14.5,16.0,1.1,0.0,12.9,21.7,0.0,0.0,0.0,.007,-1.2,-0.8,-2.1,0.0
Kyle Lowry,PG,34,TOR,25,859,16.3,.601,.539,.264,2.4,15.5,8.7,28.1,1.6,0.5,16.4,21.9,1.5,0.7,2.2,.124,1.3,-0.8,0.5,0.6
Timothé Luwawu-Cabarrot,SF,25,BRK,30,590,9.8,.538,.637,.124,3.4,9.9,6.8,8.4,1.5,0.7,9.8,16.5,0.2,0.3,0.5,.042,-1.7,-1.6,-3.3,-0.2
Trey Lyles,PF,25,SAS,14,165,11.6,.575,.417,.417,4.3,23.2,13.5,5.6,0.0,0.0,0.0,11.1,0.3,0.1,0.4,.116,-0.5,-1.1,-1.6,0.0
Thon Maker,C,23,CLE,8,76,18.9,.657,.111,.611,11.3,15.1,13.1,7.8,1.3,4.8,11.6,14.6,0.2,0.1,0.3,.173,0.3,1.2,1.5,0.1
Théo Maledon,PG,19,OKC,23,538,8.2,.525,.563,.150,1.0,10.9,6.0,17.3,2.0,0.2,19.4,17.0,-0.4,0.6,0.1,.011,-4.7,-0.5,-5.1,-0.4
Karim Mané,PG,20,ORL,6,56,-0.7,.325,.222,.444,0.0,19.3,9.3,2.3,0.0,1.6,21.8,10.5,-0.1,0.0,-0.1,-0.085,-9.4,-2.0,-11.4,-0.1
Terance Mann,SG,24,LAC,27,407,11.2,.537,.255,.340,7.1,17.4,12.4,10.0,1.6,1.1,14.3,13.7,0.3,0.5,0.8,.094,-2.5,-0.1,-2.6,-0.1
Nico Mannion,PG,19,GSW,6,36,7.8,.305,.692,.308,0.0,22.8,11.6,43.0,2.6,0.0,11.9,19.7,-0.1,0.1,0.0,-0.010,-5.4,0.7,-4.7,0.0
Boban Marjanović,C,32,DAL,15,108,21.2,.544,.056,.241,20.2,30.7,25.4,1.6,0.0,0.0,4.8,25.5,0.2,0.1,0.3,.134,1.0,-5.2,-4.3,-0.1
Lauri Markkanen,PF,23,CHI,14,426,17.2,.654,.546,.243,2.1,19.7,11.1,4.3,1.0,1.0,10.5,22.8,0.6,0.4,1.0,.117,1.8,-1.4,0.3,0.3
Naji Marshall,SF,23,NOP,3,8,-0.4,.174,.500,1.000,0.0,27.8,13.9,14.3,0.0,0.0,0.0,15.3,0.0,0.0,0.0,-0.151,-7.0,-3.0,-10.0,0.0
Caleb Martin,SF,25,CHO,23,363,11.9,.496,.420,.210,5.5,13.4,9.4,11.3,2.7,1.9,11.0,17.1,0.0,0.4,0.4,.058,-1.6,0.0,-1.6,0.0
Cody Martin,SF,25,CHO,17,159,13.5,.601,.342,.263,6.6,16.4,11.4,13.9,2.1,0.0,17.5,13.7,0.2,0.2,0.3,.105,-1.0,0.2,-0.7,0.1
Kelan Martin,SF,25,IND,11,43,1.4,.389,.444,.000,2.6,25.3,14.1,0.0,2.2,0.0,18.2,22.2,-0.2,0.1,-0.1,-0.153,-8.6,-1.9,-10.5,-0.1
Kenyon Martin Jr.,SF,20,HOU,7,69,9.1,.394,.148,.185,12.1,17.1,14.6,8.6,1.4,6.2,14.6,21.1,-0.2,0.1,0.0,-0.027,-5.9,-0.6,-6.5,-0.1
Frank Mason III,G,26,ORL,4,79,7.6,.462,.208,.292,3.8,12.3,7.9,21.9,0.0,0.0,15.6,17.3,0.0,0.0,0.0,.000,-6.1,-3.1,-9.2,-0.1
Garrison Mathews,SG,24,WAS,20,322,13.9,.619,.800,.432,2.5,7.4,4.9,4.2,2.6,1.1,2.6,14.9,0.7,0.2,0.9,.136,-0.1,0.1,-0.1,0.2
Dakota Mathias,SG,25,PHI,8,123,9.8,.474,.542,.125,0.9,5.2,3.1,14.9,0.4,2.2,1.9,17.7,0.1,0.1,0.1,.052,-1.9,-1.7,-3.6,0.0
Wesley Matthews,SG,34,LAL,22,449,8.2,.580,.811,.167,2.1,5.3,3.7,7.1,1.1,1.5,7.6,10.1,0.4,0.6,1.0,.110,-1.8,0.2,-1.5,0.0
Tyrese Maxey,SG,20,PHI,28,472,13.4,.513,.239,.111,1.4,10.6,6.2,15.8,1.5,0.6,7.1,22.8,0.2,0.4,0.6,.066,-1.8,-0.9,-2.7,-0.1
Skylar Mays,SG,23,ATL,10,68,19.3,.605,.444,.370,4.8,7.8,6.3,16.0,1.4,0.0,3.1,20.3,0.2,0.0,0.3,.190,4.3,-0.5,3.8,0.1
CJ McCollum,SG,29,POR,13,440,26.4,.620,.550,.173,1.6,11.1,6.2,25.8,1.9,0.8,4.4,28.5,1.9,0.2,2.1,.230,7.7,-0.7,6.9,1.0
T.J. McConnell,PG,28,IND,26,623,15.2,.520,.115,.086,3.2,12.0,7.7,36.3,3.5,1.4,23.8,13.2,0.6,0.9,1.5,.117,-0.4,2.0,1.7,0.6
Jaden McDaniels,PF,20,MIN,23,431,8.0,.498,.534,.127,3.6,16.3,9.6,7.3,0.9,4.8,13.2,14.0,-0.2,0.4,0.1,.014,-4.5,-0.1,-4.6,-0.3
Jalen McDaniels,SF,23,CHO,10,108,7.2,.542,.273,.333,3.9,17.1,10.4,7.9,0.9,0.0,19.2,18.4,-0.1,0.1,0.0,-0.004,-5.0,-2.2,-7.2,-0.1
Doug McDermott,PF,29,IND,28,733,13.8,.607,.429,.156,4.3,12.8,8.6,7.7,0.5,0.2,9.1,19.6,0.9,0.4,1.4,.089,0.5,-2.2,-1.7,0.1
Sean McDermott,SF,24,MEM,6,92,7.6,.656,.733,.267,3.5,6.2,4.8,4.0,0.5,1.0,15.2,9.1,0.1,0.0,0.1,.059,-2.5,-2.2,-4.7,-0.1
JaVale McGee,C,33,CLE,20,313,16.5,.502,.119,.326,11.6,28.6,19.8,10.4,1.4,7.0,13.9,24.6,-0.2,0.5,0.3,.049,-2.7,0.5,-2.2,0.0
Rodney McGruder,SG,29,DET,8,64,11.1,.591,.368,.158,5.1,11.0,7.9,14.5,0.0,1.4,16.4,16.4,0.1,0.0,0.1,.056,-0.9,-1.7,-2.5,0.0
Alfonzo McKinnie,SF,28,LAL,14,44,22.7,.704,.313,.250,15.8,14.7,15.3,3.5,1.1,0.0,5.3,18.5,0.2,0.1,0.2,.254,4.6,-1.2,3.4,0.1
Jordan McLaughlin,PG,24,MIN,17,310,13.1,.459,.255,.096,3.0,10.6,6.6,35.5,2.6,0.8,17.0,16.0,0.1,0.2,0.3,.052,-1.5,-0.4,-1.9,0.0
Ben McLemore,SG,27,HOU,20,303,8.6,.517,.722,.157,2.4,12.7,7.5,9.3,1.9,0.3,14.6,20.2,-0.3,0.4,0.1,.012,-3.1,-0.9,-4.0,-0.2
Nicolò Melli,PF,30,NOP,13,137,5.8,.430,.786,.179,1.6,20.3,10.9,10.7,2.1,0.8,16.6,11.3,-0.1,0.1,0.0,.009,-4.8,1.0,-3.8,-0.1
De'Anthony Melton,PG,22,MEM,12,258,15.6,.580,.430,.080,1.7,14.1,7.7,21.2,2.0,4.3,14.1,19.8,0.2,0.3,0.5,.094,0.0,1.3,1.2,0.2
Sam Merrill,SG,24,MIL,9,55,12.5,.643,.800,.200,5.9,13.1,9.6,21.0,0.9,0.0,21.6,10.6,0.1,0.0,0.2,.140,1.1,-0.8,0.3,0.0
Chimezie Metu,C,23,SAC,11,71,20.3,.545,.100,.300,16.8,18.7,17.7,10.6,2.0,7.1,15.0,24.0,0.1,0.1,0.1,.089,-0.7,-0.5,-1.3,0.0
Khris Middleton,SF,29,MIL,28,924,20.1,.632,.376,.224,2.4,16.0,9.3,24.8,1.5,0.4,13.6,23.7,2.5,0.9,3.4,.177,3.5,-0.6,3.0,1.2
Darius Miller,SF,30,OKC,12,111,12.5,.671,.875,.125,0.9,13.0,7.0,12.5,2.1,3.1,16.5,11.8,0.1,0.2,0.3,.117,-0.9,2.4,1.5,0.1
Patty Mills,PG,32,SAS,27,687,14.7,.598,.618,.124,1.0,6.8,3.8,15.6,1.2,0.1,8.0,20.2,1.0,0.5,1.5,.106,1.6,-1.5,0.1,0.4
Paul Millsap,PF,35,DEN,26,621,17.0,.630,.413,.312,7.4,17.0,12.2,9.6,1.7,2.2,10.8,16.9,1.3,0.6,2.0,.152,1.6,-0.7,0.9,0.5
Shake Milton,SG,24,PHI,22,536,15.3,.562,.301,.335,2.5,5.9,4.3,18.6,1.4,0.7,11.0,24.3,0.7,0.4,1.2,.103,-0.7,-1.3,-2.0,0.0
Donovan Mitchell,SG,24,UTA,27,908,18.9,.559,.445,.261,3.2,10.3,6.9,25.3,1.3,0.9,12.0,31.4,1.6,1.1,2.7,.145,2.7,-1.0,1.7,0.8
Adam Mokoka,SG,22,CHI,7,42,5.4,.393,.571,.000,2.7,7.8,5.3,12.6,2.2,2.1,12.5,16.2,-0.1,0.0,0.0,-0.031,-5.8,-0.8,-6.6,0.0
Malik Monk,SG,22,CHO,15,316,13.0,.613,.550,.167,1.7,10.3,5.9,12.6,0.6,0.6,11.7,19.6,0.4,0.1,0.5,.080,0.6,-2.0,-1.4,0.0
E'Twaun Moore,SG,31,PHO,14,227,8.7,.490,.260,.110,2.5,7.2,4.9,13.6,2.4,0.4,14.5,17.7,-0.2,0.3,0.1,.023,-5.0,0.7,-4.3,-0.1
Ja Morant,PG,21,MEM,16,484,18.7,.544,.218,.361,2.7,8.7,5.6,41.6,1.4,0.8,15.6,28.7,0.6,0.3,0.9,.090,1.9,-2.9,-1.0,0.1
Juwan Morgan,PF,23,UTA,12,64,7.5,.524,.692,.231,5.2,15.8,10.8,6.2,2.3,0.0,12.3,10.9,0.0,0.1,0.1,.092,-4.1,1.7,-2.4,0.0
Marcus Morris,PF,31,LAC,21,524,15.0,.609,.502,.185,3.5,13.3,8.6,5.0,1.1,1.0,8.4,21.0,0.8,0.5,1.3,.116,1.0,-1.8,-0.8,0.2
Markieff Morris,PF,31,LAL,23,353,8.9,.520,.667,.194,4.6,20.2,12.7,7.4,0.5,1.5,10.6,13.9,0.1,0.6,0.7,.093,-2.2,-0.3,-2.6,0.0
Monte Morris,PG,25,DEN,27,701,14.9,.583,.380,.205,1.1,8.1,4.6,17.8,1.3,1.0,6.4,16.5,1.4,0.4,1.8,.123,1.1,-1.4,-0.3,0.3
Mychal Mulder,PG,26,GSW,28,303,11.2,.670,.857,.131,0.4,8.5,4.5,5.5,0.9,1.7,5.3,13.1,0.4,0.3,0.7,.109,-0.9,-0.4,-1.4,0.1
Dejounte Murray,PG,24,SAS,27,821,16.4,.512,.238,.155,2.1,22.9,12.2,25.0,2.4,0.2,10.1,23.2,0.2,1.3,1.5,.087,-0.7,1.0,0.3,0.5
Jamal Murray,PG,23,DEN,26,908,15.8,.557,.399,.215,2.4,11.6,7.0,19.3,1.6,0.7,11.5,24.5,1.0,0.7,1.7,.089,1.2,-1.7,-0.6,0.3
Mike Muscala,C,29,OKC,26,495,14.6,.606,.692,.162,3.0,17.0,10.1,7.3,0.7,1.2,7.4,20.0,0.6,0.5,1.1,.105,0.8,-1.4,-0.6,0.2
Sviatoslav Mykhailiuk,SF,23,DET,27,417,11.6,.536,.767,.160,1.8,12.1,6.7,12.2,2.0,1.1,10.1,18.5,0.1,0.4,0.5,.056,-0.4,-0.4,-0.9,0.1
Abdel Nader,SF,27,PHO,12,172,14.8,.615,.403,.290,0.0,18.3,9.3,9.5,1.4,0.5,10.3,20.3,0.2,0.2,0.4,.112,-0.2,1.0,0.8,0.1
Larry Nance Jr.,PF,28,CLE,19,635,13.2,.571,.434,.145,4.6,18.4,11.3,13.7,2.9,1.4,15.4,12.3,0.4,0.7,1.2,.088,-1.0,2.0,1.0,0.5
Aaron Nesmith,SF,21,BOS,13,191,4.4,.489,.809,.149,4.0,13.8,8.8,4.8,0.0,1.9,15.2,13.2,-0.1,0.1,0.0,.004,-4.6,-1.5,-6.1,-0.2
Raul Neto,PG,28,WAS,21,396,13.6,.564,.404,.142,2.6,10.1,6.2,12.9,2.5,0.4,8.0,17.0,0.4,0.3,0.7,.080,-1.1,-0.2,-1.3,0.1
Georges Niang,PF,27,UTA,29,381,8.3,.510,.684,.037,2.9,14.4,8.9,8.1,1.4,0.6,12.1,17.7,-0.1,0.5,0.5,.059,-3.3,0.2,-3.1,-0.1
Zeke Nnaji,PF,20,DEN,15,112,12.5,.652,.625,.125,5.0,8.1,6.6,0.0,0.4,0.9,0.0,13.1,0.2,0.0,0.3,.117,1.0,-3.1,-2.1,0.0
Nerlens Noel,C,26,NYK,25,475,14.3,.570,.026,.282,9.4,19.7,14.7,3.6,2.4,9.9,20.8,10.3,0.1,1.2,1.3,.131,-3.2,3.7,0.5,0.3
Jaylen Nowell,SG,21,MIN,15,236,15.3,.565,.414,.241,3.5,8.7,5.9,9.7,1.2,1.4,6.6,24.5,0.3,0.1,0.4,.076,-0.2,-1.8,-2.0,0.0
Frank Ntilikina,PG,22,NYK,4,42,12.4,.587,.643,.214,2.5,7.4,5.0,10.8,3.6,0.0,11.5,18.2,0.0,0.1,0.1,.113,-1.7,3.0,1.2,0.0
Kendrick Nunn,PG,25,MIA,20,567,12.3,.577,.482,.106,1.9,10.3,6.3,13.2,1.9,0.7,14.8,21.8,-0.1,0.6,0.4,.037,-1.5,-0.3,-1.7,0.0
Jusuf Nurkić,C,26,POR,12,280,16.1,.514,.117,.262,8.4,27.5,17.5,17.5,1.9,3.7,16.7,21.1,0.1,0.3,0.4,.065,-2.6,0.0,-2.6,0.0
David Nwaba,SF,28,HOU,24,560,13.4,.553,.315,.298,5.4,11.3,8.3,6.9,2.2,2.8,7.3,15.6,0.5,0.8,1.3,.114,-2.0,1.1,-0.8,0.2
Jordan Nwora,SF,22,MIL,10,82,12.9,.616,.432,.270,1.3,17.6,9.7,0.0,2.3,2.2,19.5,26.3,-0.1,0.1,0.0,.023,-3.6,-1.9,-5.4,-0.1
Royce O'Neale,SF,27,UTA,29,944,10.5,.635,.704,.154,3.9,17.8,11.2,9.1,1.2,1.6,15.5,9.7,1.2,1.5,2.7,.135,-1.1,1.7,0.6,0.6
Semi Ojeleye,PF,26,BOS,27,530,9.2,.568,.703,.195,3.5,14.7,8.9,5.8,0.7,0.0,7.9,12.2,0.5,0.4,0.9,.080,-0.9,-1.1,-2.0,0.0
Jahlil Okafor,C,25,DET,12,120,15.6,.595,.071,.048,11.7,13.6,12.6,4.3,0.8,1.5,8.5,16.9,0.2,0.1,0.2,.099,-0.6,-2.5,-3.1,0.0
Chuma Okeke,PF,22,ORL,13,282,9.4,.462,.500,.103,5.7,10.7,8.1,13.1,1.9,1.3,12.9,10.5,0.0,0.3,0.3,.055,-2.6,0.2,-2.4,0.0
Josh Okogie,SG,22,MIN,23,467,7.7,.454,.418,.345,4.8,9.0,6.8,7.6,1.9,2.5,11.8,12.9,-0.2,0.3,0.1,.015,-4.7,-0.3,-5.0,-0.4
Onyeka Okongwu,C,20,ATL,9,93,12.2,.556,.000,.632,7.0,21.8,14.5,6.0,2.1,5.6,17.1,13.4,0.0,0.1,0.2,.090,-4.3,2.0,-2.3,0.0
Isaac Okoro,SG,20,CLE,24,792,5.6,.470,.376,.271,2.8,5.2,4.0,7.8,1.7,1.1,14.8,12.1,-0.5,0.4,-0.1,-0.007,-5.2,-0.6,-5.8,-0.7
KZ Okpala,PF,21,MIA,14,168,3.2,.490,.613,.194,2.8,10.1,6.7,5.0,0.9,1.2,19.2,11.0,-0.2,0.1,0.0,-0.013,-6.2,-1.3,-7.6,-0.2
Victor Oladipo,SG,28,TOT,20,640,14.5,.501,.418,.209,0.7,16.9,8.8,23.2,2.0,1.1,10.4,28.5,-0.4,0.9,0.5,.037,-0.2,-0.5,-0.7,0.2
Victor Oladipo,SG,28,IND,9,300,16.0,.535,.454,.243,0.4,18.1,9.4,19.2,2.4,0.6,9.7,27.0,0.1,0.4,0.5,.073,1.5,-0.8,0.6,0.2
Victor Oladipo,SG,28,HOU,11,340,13.2,.475,.391,.183,0.9,15.7,8.3,26.7,1.7,1.5,10.9,29.9,-0.4,0.5,0.0,.005,-1.7,-0.2,-1.9,0.0
Kelly Olynyk,C,29,MIA,27,703,12.0,.558,.725,.092,4.6,19.5,12.5,11.8,1.5,2.6,12.8,17.3,0.1,1.0,1.1,.074,-0.8,0.4,-0.4,0.3
Miye Oni,SG,23,UTA,23,185,6.0,.505,.839,.194,7.2,15.9,11.7,4.1,0.8,1.7,17.2,9.4,0.0,0.3,0.3,.079,-4.1,0.5,-3.6,-0.1
Cedi Osman,SF,25,CLE,29,766,11.2,.499,.559,.133,2.8,11.5,7.0,14.8,1.6,0.4,8.3,20.4,0.2,0.4,0.6,.035,-0.9,-1.0,-1.9,0.0
Daniel Oturu,C,21,LAC,10,42,21.6,.630,.067,.133,13.8,23.4,18.7,14.5,0.0,6.4,11.2,18.8,0.1,0.1,0.2,.213,0.2,0.3,0.5,0.0
Kelly Oubre Jr.,SF,25,GSW,29,853,12.4,.510,.421,.226,5.1,15.6,10.5,7.1,1.7,2.4,9.0,22.1,-0.3,1.2,0.9,.051,-2.5,-0.3,-2.8,-0.2
Eric Paschall,PF,24,GSW,26,459,15.0,.571,.179,.313,5.3,14.5,10.0,11.3,0.5,0.6,8.0,23.0,0.5,0.4,0.9,.099,-0.6,-1.8,-2.5,-0.1
Anžejs Pasečņiks,C,25,WAS,1,6,-40.9,.000,1.000,.000,16.9,0.0,8.7,19.5,0.0,0.0,83.3,41.3,-0.1,0.0,-0.1,-1.128,-40.1,-7.1,-47.1,-0.1
Patrick Patterson,PF,31,LAC,10,130,8.4,.566,.737,.105,3.6,13.4,8.6,5.1,1.1,0.7,15.0,15.9,0.0,0.1,0.1,.042,-2.0,-1.2,-3.1,0.0
Chris Paul,PG,35,PHO,26,843,20.4,.589,.296,.204,2.0,13.8,8.0,38.9,1.9,0.7,13.9,23.4,2.2,1.1,3.2,.183,2.7,1.2,3.9,1.3
Cameron Payne,PG,26,PHO,16,275,13.5,.570,.427,.101,0.8,11.0,6.0,30.0,1.6,1.0,17.0,18.3,0.3,0.3,0.6,.111,-0.7,0.9,0.2,0.2
Elfrid Payton,PG,26,NYK,30,831,11.9,.484,.158,.161,4.9,9.5,7.3,20.9,1.1,0.7,13.1,23.2,-0.4,0.9,0.5,.028,-2.3,-1.1,-3.4,-0.3
Norvel Pelle,F-C,27,BRK,3,28,2.1,.429,.000,.000,12.8,15.1,14.0,0.0,0.0,8.8,30.0,15.4,-0.1,0.0,0.0,-0.074,-9.8,0.1,-9.7,-0.1
Reggie Perry,PF,20,BRK,14,147,9.7,.455,.235,.176,13.8,24.5,19.5,10.7,0.6,2.8,16.7,19.4,-0.1,0.1,0.1,.017,-5.2,-1.6,-6.8,-0.2
Theo Pinson,SG,25,NYK,9,21,-9.7,.143,.857,.000,0.0,4.9,2.5,0.0,0.0,0.0,0.0,14.7,-0.1,0.0,-0.1,-0.223,-13.7,-3.7,-17.4,-0.1
Mason Plumlee,C,30,DET,26,726,17.2,.622,.027,.372,11.7,24.3,17.8,19.3,1.6,2.2,19.9,15.8,1.3,0.9,2.1,.142,-0.3,1.2,0.9,0.5
